"token","staff_token","t1","t2","t3","dsq1_qbtitle","dsq1_qbid","dsq1_qbresp","dsq2_qbtitle","dsq2_qbid","dsq2_qbresp","dsq3_qbtitle","dsq3_qbid","dsq3_qbresp","t5c","t6c","t7","t7_comments_qpresp","t4","q21_average_question_score_average_question_score","mod_subjectid","mod_class_id","mod_class_name","mod_transformed","mod_term","mod_evaluation_start_date","mod_evaluation_end_date","mod_ay","mod_sem","mod_rptterm","mod_module_code","mod_activity_code","mod_activity_type","mod_class_no","mod_activity_code_report","mod_rpt_activity_type","mod_module_name","mod_crseid","mod_faculty_code","mod_faculty","mod_dept_code","mod_department","mod_evaluate_class_option","mod_year_long_module","mod_level","mod_rptfaccd","mod_rptfacdesc","mod_dept_average_by_activity","mod_rptdeptavgactivitydesc","mod_dept_average_by_activity_and_level","mod_rptdeptavgactivitylvldesc","mod_faculty_average_by_activity","mod_rptfacavgactivitydesc","mod_faculty_average_by_activity_and_level","mod_rptfacavgactivitylvldesc","mod_isismoddeptcd","mod_isismodfaccd","mod_merge_classid","mod_common_name","mod_is_prime"
"9039_737","95704_46","3","2","5","","","","","","","","","","Good text 10","Bad text 3","1","Awesome text 4","","","","IT1001","Introduction to Theatre and Performance","","1210","","","12","1","1210","1087","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9039_737","21846_28","5","2","5","","","","","","","","","","Good text 4","Bad text 4","1","","","","","DP1001","Mathematics I","","1210","","","12","1","1210","8303","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9039_737","85289_78","2","3","1","","","","","","","","","","Good text 4","Bad text 8","0","Awesome text 11","","","","DSC2008","Natural Heritage of Singapore","","1210","","","12","1","1210","1214","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9039_737","62678_67","4","2","4","","","","","","","","","","Good text 12","Bad text 8","1","Awesome text 13","","","","LSM1101","Communications, New Media and Society","","1210","","","12","1","1210","1164","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9039_737","32263_81","4","1","4","","","","","","","","","","","Bad text 10","0","","","","","SC2218","Maternal and Child Health Nursing","","1210","","","12","1","1210","1157","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","37592_39","4","1","5","","","","","","","","","","Good text 10","Bad text 10","1","Awesome text 9","","","","ES2002","Fluid Mechanics I","","1810","","","18","1","1810","1908","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","14594_99","5","1","4","","","","","","","","","","Good text 2","Bad text 4","1","Awesome text 3","","","","MA1421","Fundamentals of Physics I","","1810","","","18","1","1810","1123","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","73126_98","4","4","4","","","","","","","","","","Good text 4","Bad text 12","0","Awesome text 7","","","","CE2407","Global Environmental Issues","","1810","","","18","1","1810","1141","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","67266_39","3","3","5","","","","","","","","","","Good text 10","Bad text 11","1","Awesome text 12","","","","NM3219","Information Systems Applications","","1810","","","18","1","1810","1180","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","59530_98","2","2","4","","","","","","","","","","Good text 2","Bad text 7","1","Awesome text 5","","","","EC2102","Understanding the Universe","","1810","","","18","1","1810","1908","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","88906_71","3","1","5","","","","","","","","","","Good text 11","Bad text 10","1","","","","","MLE1101","Human Capital in Organizations","","1810","","","18","1","1810","1011","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","16303_32","5","2","2","","","","","","","","","","Good text 8","Bad text 5","1","Awesome text 6","","","","MA1505","Quantitative Reasoning","","1810","","","18","1","1810","1385","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9044_197","25593_10","3","1","5","","","","","","","","","","Good text 11","Bad text 10","1","","","","","CFG1010","Engineering Professionalism","","1810","","","18","1","1810","13540","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9077_1546","34838_69","5","4","1","","","","","","","","","","Good text 4","Bad text 5","1","Awesome text 3","","","","PL3235","Quantitative Methods for Economic Analysis","","1140","","","11","4","1140","5646","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9077_1546","58511_28","2","4","2","","","","","","","","","","Good text 1","Bad text 8","0","","","","","NUR2116","History and Theory of Southeast Asia Architecture","","1140","","","11","4","1140","1420","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9077_1546","7938_95","5","1","2","","","","","","","","","","Good text 1","Bad text 12","0","Awesome text 10","","","","EE3204","Chinese 2","","1140","","","11","4","1140","1041","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9077_1546","7873_29","2","2","2","","","","","","","","","","Good text 4","Bad text 1","0","","","","","EC2101","The Nature of Language","","1140","","","11","4","1140","1255","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9077_1546","87503_52","1","3","4","","","","","","","","","","Good text 1","Bad text 3","0","Awesome text 4","","","","MLE1101","Human Capital in Organizations","","1140","","","11","4","1140","1548","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9077_1546","50661_49","4","4","3","","","","","","","","","","Good text 4","Bad text 7","1","","","","","PC1221","Regression Analysis","","1140","","","11","4","1140","1029","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9077_1546","56999_13","4","1","4","","","","","","","","","","Good text 3","Bad text 2","1","Awesome text 9","","","","CL1101E","Separation Processes","","1140","","","11","4","1140","1978","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9145_1112","55607_55","2","4","2","","","","","","","","","","Good text 10","Bad text 13","1","Awesome text 2","","","","LAC1201","Social Psychology","","1530","","","15","3","1530","1073","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9145_1112","3314_14","2","2","1","","","","","","","","","","Good text 11","Bad text 5","0","","","","","MA1506","Mathematics II","","1530","","","15","3","1530","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9145_1112","16978_47","4","5","5","","","","","","","","","","Good text 3","Bad text 13","0","","","","","EC2104","Chemistry for Life Sciences","","1530","","","15","3","1530","1211","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9145_1112","17387_38","3","5","2","","","","","","","","","","Good text 5","Bad text 13","1","","","","","MA1505","Quantitative Reasoning","","1530","","","15","3","1530","1408","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9145_1112","54232_80","5","2","5","","","","","","","","","","Good text 11","Bad text 3","0","","","","","GEK1007","Culture Industries","","1530","","","15","3","1530","1228","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9145_1112","96325_55","2","2","5","","","","","","","","","","","Bad text 9","0","Awesome text 10","","","","LAJ2203","Physical Chemistry 2","","1530","","","15","3","1530","2868","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9145_1112","6919_65","2","4","2","","","","","","","","","","Good text 3","Bad text 11","0","Awesome text 7","","","","MA1521","Intermediate Fluid Mechanics","","1530","","","15","3","1530","1880","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9325_1249","86847_21","1","1","1","","","","","","","","","","","Bad text 7","1","Awesome text 6","","","","DP1001","Mathematics I","","810","","","8","1","810","1063","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9325_1249","18366_47","4","5","1","","","","","","","","","","Good text 9","Bad text 8","0","","","","","ST3131","Chemical Kinetics & Reactor Design","","810","","","8","1","810","1762","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9325_1249","99379_94","4","1","3","","","","","","","","","","Good text 4","Bad text 10","0","","","","","ST1232","Microeconomic Analysis I","","810","","","8","1","810","1203","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9325_1249","95933_73","1","1","1","","","","","","","","","","Good text 9","Bad text 7","0","","","","","LAJ2203","Physical Chemistry 2","","810","","","8","1","810","1718","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9325_1249","38990_55","2","4","4","","","","","","","","","","Good text 13","Bad text 9","0","","","","","PL2131","Molecular Genetics","","810","","","8","1","810","1131","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9325_1249","18506_12","2","4","1","","","","","","","","","","Good text 5","Bad text 3","0","Awesome text 6","","","","EE2020","Business Analytics - Models & Decisions","","810","","","8","1","810","1013","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9325_1249","1567_93","5","4","5","","","","","","","","","","Good text 3","Bad text 3","1","Awesome text 13","","","","CFG1010","Engineering Professionalism","","810","","","8","1","810","2491","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9358_1586","1356_35","4","4","2","","","","","","","","","","Good text 13","","1","Awesome text 4","","","","CE2409","Electronics","","1110","","","11","1","1110","1045","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9358_1586","8684_22","3","2","1","","","","","","","","","","Good text 11","Bad text 5","0","","","","","GET1008","Contemporary Social Issues in Singapore","","1110","","","11","1","1110","1362","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9358_1586","61513_3","5","1","4","","","","","","","","","","Good text 3","Bad text 10","1","Awesome text 12","","","","LSM2101","Statics And Mechanics Of Materials","","1110","","","11","1","1110","1254","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9358_1586","16489_66","3","2","1","","","","","","","","","","Good text 11","Bad text 2","1","","","","","PC1431","NUS Data Protection & PDPA Guidelines","","1110","","","11","1","1110","1385","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9358_1586","30686_54","4","5","3","","","","","","","","","","Good text 7","Bad text 2","0","Awesome text 8","","","","LAJ1201","DOCTORAL SEMINARS","","1110","","","11","1","1110","1115","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9358_1586","35088_54","3","5","4","","","","","","","","","","Good text 9","Bad text 3","0","Awesome text 6","","","","NUR1117","South Asia in Singapore","","1110","","","11","1","1110","1610","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9358_1586","20900_34","3","2","2","","","","","","","","","","Good text 13","Bad text 9","1","Awesome text 6","","","","DP1001","Mathematics I","","1110","","","11","1","1110","2190","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9393_881","79802_14","4","2","3","","","","","","","","","","Good text 6","Bad text 7","0","","","","","ACC1002X","Roots and Wings - Personal and Interpersonal Effectiveness 1.0","","1310","","","13","1","1310","1417","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9393_881","27025_23","2","4","1","","","","","","","","","","Good text 4","Bad text 4","0","","","","","GEK1055","Principles of Modern Chemistry","","1310","","","13","1","1310","1130","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9393_881","9133_98","3","1","2","","","","","","","","","","Good text 12","Bad text 2","0","","","","","CS1010S","Law Of Contract","","1310","","","13","1","1310","1451","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9393_881","44836_85","4","4","5","","","","","","","","","","Good text 8","Bad text 1","1","","","","","MNO2009","Japanese 3","","1310","","","13","1","1310","1679","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9393_881","83204_59","2","1","5","","","","","","","","","","Good text 7","Bad text 13","1","","","","","BSP2005","Introduction to Statistics","","1310","","","13","1","1310","1069","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9393_881","47049_36","2","4","4","","","","","","","","","","Good text 8","Bad text 5","1","","","","","LSM2251","Corporate Finance","","1310","","","13","1","1310","1537","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9393_881","42704_54","1","4","4","","","","","","","","","","Good text 13","Bad text 3","0","","","","","SSA2211","Geographical Journeys: Exploring World Environments","","1310","","","13","1","1310","1648","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","76568_72","3","4","4","","","","","","","","","","Good text 10","Bad text 12","1","Awesome text 8","","","","EE1002","Theory Of Urban Design & Planning","","710","","","7","1","710","1115","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","95133_25","1","3","2","","","","","","","","","","Good text 11","Bad text 11","1","Awesome text 11","","","","LAG1201","Public Speaking and Critical Reasoning","","710","","","7","1","710","1284","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","31753_10","1","1","3","","","","","","","","","","Good text 5","Bad text 11","1","Awesome text 2","","","","GEM2900","General and Physical Chemistry for Engineers","","710","","","7","1","710","1045","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","53403_31","5","1","1","","","","","","","","","","","Bad text 6","1","Awesome text 13","","","","LSM1106","Normal Structure and Function","","710","","","7","1","710","1145","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","20547_91","2","5","3","","","","","","","","","","Good text 9","Bad text 9","1","Awesome text 4","","","","GEH1049","Strategic Management","","710","","","7","1","710","1734","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","62743_100","5","1","1","","","","","","","","","","Good text 8","Bad text 7","0","Awesome text 7","","","","GE1101E","General Physiology","","710","","","7","1","710","1102","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","12280_69","1","1","3","","","","","","","","","","Good text 5","Bad text 1","0","","","","","LAJ2201","Managerial Accounting","","710","","","7","1","710","15558","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9437_272","79680_81","2","2","2","","","","","","","","","","Good text 3","","0","","","","","CS1231","Nation-Building in Singapore","","710","","","7","1","710","1844","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","29066_29","1","3","5","","","","","","","","","","Good text 11","Bad text 10","0","","","","","IT1005","Basic Applied Mathematics for Sciences","","1730","","","17","3","1730","1683","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","75739_45","5","1","4","","","","","","","","","","Good text 11","Bad text 3","0","","","","","RE1103","Chinese Heritage: History and Literature","","1730","","","17","3","1730","1818","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","44550_37","3","3","4","","","","","","","","","","Good text 8","Bad text 8","1","","","","","PC1432","Japanese 1","","1730","","","17","3","1730","1417","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","51384_36","1","5","1","","","","","","","","","","Good text 11","","0","Awesome text 2","","","","GEK1055","Principles of Modern Chemistry","","1730","","","17","3","1730","1844","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","12585_61","4","2","5","","","","","","","","","","Good text 1","Bad text 2","0","","","","","SSA1201","Macroeconomic Analysis I","","1730","","","17","3","1730","1767","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","35579_33","3","3","5","","","","","","","","","","Good text 6","Bad text 1","0","","","","","MNO1001X","Introduction to Media Writing","","1730","","","17","3","1730","1016","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","43396_31","3","1","5","","","","","","","","","","Good text 6","Bad text 3","0","","","","","CS1102C","Making of Modern Europe","","1730","","","17","3","1730","1644","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9460_68","22133_57","4","3","5","","","","","","","","","","Good text 12","Bad text 3","1","Awesome text 11","","","","DP1001","Mathematics I","","1730","","","17","3","1730","1659","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9480_1003","3408_13","1","3","4","","","","","","","","","","","Bad text 4","0","","","","","CS3241","Digital Design","","720","","","7","2","720","1055","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9480_1003","17459_7","5","2","3","","","","","","","","","","Good text 8","Bad text 7","1","Awesome text 4","","","","MA1521","Intermediate Fluid Mechanics","","720","","","7","2","720","1031","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9480_1003","62677_28","5","5","5","","","","","","","","","","Good text 12","Bad text 8","1","Awesome text 10","","","","NCC1001","Social Work: A Heart-Head-Hand Connection","","720","","","7","2","720","1593","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9480_1003","64726_44","4","2","2","","","","","","","","","","Good text 10","","0","","","","","IS2102","Anthropology and the Human Condition","","720","","","7","2","720","1509","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9480_1003","64047_36","2","3","2","","","","","","","","","","","Bad text 9","0","","","","","MA1101R","Making Sense of Society","","720","","","7","2","720","1698","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9480_1003","57339_46","5","5","3","","","","","","","","","","","Bad text 5","0","Awesome text 4","","","","CN4122","Industrial Organisation I","","720","","","7","2","720","1058","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9480_1003","59485_77","2","3","5","","","","","","","","","","Good text 10","Bad text 4","0","Awesome text 10","","","","BSP2005","Introduction to Statistics","","720","","","7","2","720","1277","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","89365_51","5","1","5","","","","","","","","","","Good text 8","Bad text 9","0","","","","","PC1326","French 2","","620","","","6","2","620","1424","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","80031_48","4","1","4","","","","","","","","","","Good text 10","Bad text 13","1","Awesome text 10","","","","CFG1001","Einstein's Universe & Quantum Weirdness","","620","","","6","2","620","1800","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","37176_67","4","2","1","","","","","","","","","","Good text 8","Bad text 10","0","Awesome text 3","","","","PC1221","Regression Analysis","","620","","","6","2","620","1082","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","20438_76","2","1","1","","","","","","","","","","Good text 3","Bad text 10","1","","","","","ES1102","Life, the Universe, and Everything","","620","","","6","2","620","15558","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","91436_42","5","1","2","","","","","","","","","","Good text 7","Bad text 3","0","","","","","CE3115","Introduction To Biomaterials","","620","","","6","2","620","1501","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","34954_8","4","1","4","","","","","","","","","","Good text 13","Bad text 7","0","Awesome text 4","","","","ME2134","Engineering Thermodynamics","","620","","","6","2","620","1571","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","57640_30","5","4","1","","","","","","","","","","Good text 10","Bad text 2","1","Awesome text 3","","","","AY1130","Fundamental Techniques in Microbiology","","620","","","6","2","620","1137","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9603_713","68498_12","4","3","1","","","","","","","","","","Good text 13","Bad text 10","0","","","","","ST3131","Chemical Kinetics & Reactor Design","","620","","","6","2","620","1983","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9614_1151","38049_57","5","3","2","","","","","","","","","","Good text 4","Bad text 7","1","Awesome text 9","","","","CE2183","The Theatre Experience","","620","","","6","2","620","1750","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9614_1151","17437_9","2","4","5","","","","","","","","","","Good text 12","Bad text 2","0","","","","","CFG1001","Einstein's Universe & Quantum Weirdness","","620","","","6","2","620","1248","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9614_1151","93810_69","1","4","3","","","","","","","","","","Good text 9","Bad text 12","1","Awesome text 4","","","","ME3122","Sensors & Actuators","","620","","","6","2","620","4321","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9614_1151","71439_38","1","5","2","","","","","","","","","","Good text 1","","1","","","","","EE2032","New Venture Creation","","620","","","6","2","620","1161","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9614_1151","77201_59","5","2","3","","","","","","","","","","Good text 4","","1","","","","","MD1140","Bridging East and West: Exploring Chinese Communication","","620","","","6","2","620","2132","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9614_1151","66373_95","4","5","1","","","","","","","","","","Good text 4","Bad text 2","1","","","","","CM1501","Critical Thinking And Writing","","620","","","6","2","620","15257","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9614_1151","2020_56","2","3","2","","","","","","","","","","Good text 2","Bad text 13","1","","","","","SC2101","Immunology","","620","","","6","2","620","1256","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","91402_96","4","4","1","","","","","","","","","","Good text 13","Bad text 6","0","","","","","TG2415","Principles of Communication Management","","910","","","9","1","910","12838","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","5630_26","3","1","2","","","","","","","","","","","Bad text 11","1","Awesome text 7","","","","PR4104","Dynamics of Interpersonal Effectiveness","","910","","","9","1","910","15553","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","40906_40","3","2","1","","","","","","","","","","Good text 11","Bad text 4","1","Awesome text 8","","","","GES1010","REAL ESTATE PRACTICE AND ETHICS","","910","","","9","1","910","1408","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","10923_0","4","1","2","","","","","","","","","","Good text 6","Bad text 13","1","","","","","CFG1010","Engineering Professionalism","","910","","","9","1","910","1514","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","98188_79","2","3","5","","","","","","","","","","Good text 8","","1","Awesome text 13","","","","DSC2008","Natural Heritage of Singapore","","910","","","9","1","910","1696","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","27258_74","4","2","5","","","","","","","","","","Good text 10","Bad text 6","1","Awesome text 1","","","","HY1101E","Microeconomic Analysis II","","910","","","9","1","910","1644","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","85831_40","4","4","1","","","","","","","","","","Good text 5","Bad text 11","0","Awesome text 12","","","","ACC3606","Psychology in Everyday Life","","910","","","9","1","910","1912","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9640_770","98190_76","3","5","4","","","","","","","","","","Good text 10","Bad text 9","0","","","","","GEK1900","World Religions","","910","","","9","1","910","1055","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","71385_92","2","4","1","","","","","","","","","","Good text 4","Bad text 13","1","Awesome text 13","","","","LSM1104","Feedback Control Systems","","1610","","","16","1","1610","2621","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","26599_68","1","3","1","","","","","","","","","","Good text 10","Bad text 5","0","","","","","ME6999","Quality Engineering I","","1610","","","16","1","1610","1006","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","15857_89","2","1","4","","","","","","","","","","Good text 2","Bad text 3","0","Awesome text 13","","","","EG1111","Structural Systems","","1610","","","16","1","1610","1379","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","34979_76","4","2","5","","","","","","","","","","Good text 8","","0","","","","","ME2135","Digital Fundamentals","","1610","","","16","1","1610","1068","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","41824_65","5","4","3","","","","","","","","","","Good text 3","","1","Awesome text 12","","","","GER1000","Programming Methodology","","1610","","","16","1","1610","1095","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","57953_75","5","5","5","","","","","","","","","","Good text 4","Bad text 9","0","Awesome text 12","","","","PC1221","Regression Analysis","","1610","","","16","1","1610","1826","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","35919_32","2","1","5","","","","","","","","","","Good text 12","Bad text 8","0","Awesome text 11","","","","LAC2201","Reading Visual Images","","1610","","","16","1","1610","4321","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9644_180","24199_75","2","2","5","","","","","","","","","","Good text 2","Bad text 8","0","","","","","PL1101E","Electrical Engineering","","1610","","","16","1","1610","1791","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9672_1345","73490_11","1","5","4","","","","","","","","","","Good text 6","Bad text 10","1","Awesome text 9","","","","CM3242","Legal Analysis, Writing And Research I","","1420","","","14","2","1420","1118","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9672_1345","25629_34","4","2","4","","","","","","","","","","Good text 1","Bad text 7","0","","","","","PL1101E","Electrical Engineering","","1420","","","14","2","1420","12838","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9672_1345","91310_19","1","1","1","","","","","","","","","","Good text 12","Bad text 9","1","","","","","IE2101","Water and the Environment","","1420","","","14","2","1420","1457","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9672_1345","20267_47","3","1","3","","","","","","","","","","Good text 5","Bad text 3","0","","","","","BN2201","Introduction to International Relations","","1420","","","14","2","1420","1002","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9672_1345","44210_60","4","3","2","","","","","","","","","","Good text 7","Bad text 13","0","","","","","CE3116","Physicochemical Principles of Drug Action","","1420","","","14","2","1420","1079","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9672_1345","36736_20","5","1","4","","","","","","","","","","Good text 3","Bad text 6","0","","","","","PC1432","Japanese 1","","1420","","","14","2","1420","1033","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9672_1345","3907_83","3","2","1","","","","","","","","","","Good text 6","Bad text 12","0","","","","","CS2106","Econometrics I","","1420","","","14","2","1420","1255","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9693_1321","473_65","4","2","2","","","","","","","","","","Good text 12","Bad text 6","0","","","","","PC1431","NUS Data Protection & PDPA Guidelines","","1220","","","12","2","1220","1060","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9693_1321","27305_43","3","5","4","","","","","","","","","","Good text 3","Bad text 10","1","Awesome text 13","","","","NUR2116","History and Theory of Southeast Asia Architecture","","1220","","","12","2","1220","1661","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9693_1321","99126_70","2","5","5","","","","","","","","","","Good text 13","Bad text 11","0","","","","","LSM4199","Fluid-Solid Systems","","1220","","","12","2","1220","15556","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9693_1321","38854_72","4","2","4","","","","","","","","","","Good text 2","Bad text 9","0","","","","","MNO1001","Finance","","1220","","","12","2","1220","3000","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9693_1321","6784_78","3","5","4","","","","","","","","","","Good text 5","Bad text 8","1","Awesome text 5","","","","TG3001","Engineering Principles and Practice I","","1220","","","12","2","1220","1779","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9693_1321","34919_67","3","2","4","","","","","","","","","","Good text 11","Bad text 11","1","Awesome text 4","","","","GEK1508","Calculus for Computing","","1220","","","12","2","1220","1053","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9693_1321","66158_71","2","5","5","","","","","","","","","","Good text 4","Bad text 13","1","Awesome text 13","","","","EG5911","Electrical Energy Systems","","1220","","","12","2","1220","15555","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971_1532","4224_97","2","2","4","","","","","","","","","","","Bad text 5","1","Awesome text 12","","","","CS1010E","Principles of Marketing","","920","","","9","2","920","1912","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971_1532","45148_32","5","1","2","","","","","","","","","","Good text 13","Bad text 7","0","","","","","EG3601","Signals and Systems","","920","","","9","2","920","1453","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971_1532","674_50","5","1","4","","","","","","","","","","Good text 5","Bad text 4","1","","","","","BFS1001","Methods of Social Research","","920","","","9","2","920","1893","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971_1532","27564_82","3","2","3","","","","","","","","","","Good text 10","Bad text 10","0","","","","","SSA2211","Geographical Journeys: Exploring World Environments","","920","","","9","2","920","1065","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971_1532","64346_83","3","4","2","","","","","","","","","","Good text 6","Bad text 6","0","Awesome text 13","","","","MKT1003","Management And Organisation","","920","","","9","2","920","1035","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"971_1532","9251_91","1","5","3","","","","","","","","","","Good text 2","Bad text 5","1","","","","","EE2005","Cosmetics & Perfumes","","920","","","9","2","920","1126","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
