token,m1,m2,m3,m4c,m5c,mlo1_qbtitle,mlo1_qbid,mlo1_qbresp,mlo2_qbtitle,mlo2_qbid,mlo2_qbresp,mlo3_qbtitle,mlo3_qbid,mlo3_qbresp,mlo4_qbtitle,mlo4_qbid,mlo4_qbresp,mlo5_qbtitle,mlo5_qbid,mlo5_qbresp,mlo6_qbtitle,mlo6_qbid,mlo6_qbresp,mlo7_qbtitle,mlo7_qbid,mlo7_qbresp,mod_subjectid,mod_class_id,mod_class_name,mod_transformed,mod_term,mod_evaluation_start_date,mod_evaluation_end_date,mod_ay,mod_sem,mod_rptterm,mod_module_code,mod_activity_code,mod_activity_type,mod_class_no,mod_activity_code_report,mod_rpt_activity_type,mod_module_name,mod_crseid,mod_faculty_code,mod_faculty,mod_dept_code,mod_department,mod_evaluate_class_option,mod_year_long_module,mod_level,mod_rptfaccd,mod_rptfacdesc,mod_dept_average_by_activity,mod_rptdeptavgactivitydesc,mod_dept_average_by_activity_and_level,mod_rptdeptavgactivitylvldesc,mod_faculty_average_by_activity,mod_rptfacavgactivitydesc,mod_faculty_average_by_activity_and_level,mod_rptfacavgactivitylvldesc,mod_isismoddeptcd,mod_isismodfaccd,mod_merge_classid,mod_common_name
61869_706,1,2,2,Good text 7,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,TS1101E,Research and Statistical Methods II,,1710,,,17,1,1710,2621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869_706,3,1,1,Good text 13,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,NUR1110,Computational Thinking,,1710,,,17,1,1710,1052,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869_706,3,4,4,Good text 6,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,GEK1006,Pro Bono Service,,1710,,,17,1,1710,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869_706,1,4,4,Good text 10,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PL3232,Programming for Computer Interfaces,,1710,,,17,1,1710,1187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869_706,5,3,4,Good text 9,,,,,,,,,,,,,,,,,,,,,,,,MA1102R,Southeast Asia: A Changing Region,,1710,,,17,1,1710,1337,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869_706,2,4,4,Good text 5,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GEQ1000,Operations Management,,1710,,,17,1,1710,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869_706,4,3,4,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,MA1102R,Southeast Asia: A Changing Region,,1710,,,17,1,1710,1211,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61869_706,2,1,3,Good text 12,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,IT1003,User Centred Design Methodologies,,1710,,,17,1,1710,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61914_1442,1,3,4,Good text 7,,,,,,,,,,,,,,,,,,,,,,,,GE2204,Introduction to Circuits and Systems,,1140,,,11,4,1140,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61914_1442,4,1,3,Good text 3,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,PR4104,Dynamics of Interpersonal Effectiveness,,1140,,,11,4,1140,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61914_1442,1,5,1,Good text 2,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GEK1510,Physical Pharmacy,,1140,,,11,4,1140,1221,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61914_1442,5,4,3,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,EG1112,"Samurai, Geisha, Yakuza as Self or Other",,1140,,,11,4,1140,1891,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61914_1442,5,2,2,Good text 4,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,MA1104,Numerical Analysis I,,1140,,,11,4,1140,2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61914_1442,5,1,1,Good text 2,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,LAC2201,Reading Visual Images,,1140,,,11,4,1140,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61914_1442,4,4,5,Good text 13,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,CE2134,Pathology,,1140,,,11,4,1140,1537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,5,2,4,Good text 8,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,PL3235,Quantitative Methods for Economic Analysis,,1520,,,15,2,1520,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,1,4,2,Good text 3,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1520,,,15,2,1520,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,3,3,4,Good text 7,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,PC1322,"South Asia : People, Culture, Develop'm",,1520,,,15,2,1520,1063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,4,1,3,Good text 8,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,TG1423,Ideas and Approaches in Design,,1520,,,15,2,1520,1601,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,3,5,1,Good text 12,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LSM1303,Computer Aided Data Analysis,,1520,,,15,2,1520,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,1,5,5,Good text 8,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CS2103T,Business and Technical Communication,,1520,,,15,2,1520,1238,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,5,4,2,Good text 9,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1520,,,15,2,1520,1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61915_761,3,1,2,Good text 6,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,LAG1201,Public Speaking and Critical Reasoning,,1520,,,15,2,1520,1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,4,4,2,Good text 8,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,TG1422,Quantitative Physiology for Bioengineers,,1140,,,11,4,1140,1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,5,5,4,Good text 11,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,GEQ1000,Operations Management,,1140,,,11,4,1140,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,1,3,1,,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CS2100,The Evolution of a Global City-State,,1140,,,11,4,1140,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,2,5,5,Good text 12,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,ES1102,"Life, the Universe, and Everything",,1140,,,11,4,1140,1105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,4,3,3,Good text 1,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,ACC2002,Introduction to Economic Analysis,,1140,,,11,4,1140,1078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,3,5,3,Good text 11,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,IT1003,User Centred Design Methodologies,,1140,,,11,4,1140,1046,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,4,3,2,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,ME2134,Engineering Thermodynamics,,1140,,,11,4,1140,2209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61972_540,4,4,1,Good text 7,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,WR1401,Effective Communication for Health Professionals,,1140,,,11,4,1140,1508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62019_1385,5,5,2,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,GEK1900,World Religions,,1010,,,10,1,1010,1121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62019_1385,4,4,1,,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EG5911,Electrical Energy Systems,,1010,,,10,1,1010,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62019_1385,4,1,5,Good text 12,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,LSM1401,Data Structures and Algorithms I,,1010,,,10,1,1010,3105,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62019_1385,5,3,1,Good text 4,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PS1101E,StepUp Module (A Career Development Programme),,1010,,,10,1,1010,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62019_1385,1,2,5,Good text 11,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,EC3102,Manufacturing Processes,,1010,,,10,1,1010,1301,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62019_1385,4,3,4,Good text 1,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EG1108,Linear Algebra I,,1010,,,10,1,1010,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62019_1385,3,2,3,Good text 1,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,EC1301,Financial Accounting,,1010,,,10,1,1010,1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62021_1349,2,1,1,Good text 13,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,PL1101E,Electrical Engineering,,920,,,9,2,920,1658,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62021_1349,5,5,4,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ME4101,Project,,920,,,9,2,920,4625,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62021_1349,4,2,3,Good text 13,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,920,,,9,2,920,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62021_1349,5,4,3,Good text 12,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,GEM2901,Heat Transfer,,920,,,9,2,920,1697,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62021_1349,4,4,2,Good text 3,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LSM2101,Statics And Mechanics Of Materials,,920,,,9,2,920,1281,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62021_1349,1,3,5,Good text 12,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,PR4104,Dynamics of Interpersonal Effectiveness,,920,,,9,2,920,1882,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62021_1349,2,4,4,Good text 5,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,920,,,9,2,920,1482,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62077_1511,3,1,3,Good text 13,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,EG2401,Principles of Economics,,620,,,6,2,620,1698,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62077_1511,4,3,1,Good text 11,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,IT1003,User Centred Design Methodologies,,620,,,6,2,620,1055,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62077_1511,4,1,5,Good text 13,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LSM1301,Introduction to Psychology,,620,,,6,2,620,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62077_1511,5,2,4,Good text 7,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,CN3421,Mathematical Statistics,,620,,,6,2,620,15554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62077_1511,1,1,1,Good text 4,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,EE1003,Complementary Medicine and Health,,620,,,6,2,620,1322,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62077_1511,3,3,2,Good text 1,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,SSA2211,Geographical Journeys: Exploring World Environments,,620,,,6,2,620,15555,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62077_1511,1,1,5,Good text 11,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,620,,,6,2,620,1739,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62081_1064,4,3,1,Good text 8,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CS2102,Mechanics Of Machines,,1610,,,16,1,1610,1145,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62081_1064,5,1,4,Good text 9,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,MA1301,Molecular Biology,,1610,,,16,1,1610,1849,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62081_1064,4,4,1,Good text 13,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,SC1101E,Physics IE,,1610,,,16,1,1610,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62081_1064,3,2,3,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,MD3140,Urban Land Use & Development,,1610,,,16,1,1610,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62081_1064,1,3,1,Good text 4,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,MNO1001,Finance,,1610,,,16,1,1610,1107,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62081_1064,5,5,5,Good text 8,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,SC2215,Physics for Electrical Engineers,,1610,,,16,1,1610,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62081_1064,5,3,1,Good text 13,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,SSB2216,Anatomy and Physiology I,,1610,,,16,1,1610,1556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,1,2,5,,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,SSA2204,Fundamentals of Biochemistry,,710,,,7,1,710,1126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,5,4,3,Good text 9,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,710,,,7,1,710,1486,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,5,5,2,Good text 11,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GE2229,Interaction Design,,710,,,7,1,710,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,3,3,4,Good text 10,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,EL1101E,General Biology,,710,,,7,1,710,1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,5,1,1,Good text 3,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,CN2122,Chemical Engineering Principles,,710,,,7,1,710,1004,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,5,2,2,,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,PC1222,Macroeconomic Analysis II,,710,,,7,1,710,2086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,1,3,3,Good text 6,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CN4122,Industrial Organisation I,,710,,,7,1,710,1311,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62082_692,3,5,3,Good text 5,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,SSA1201,Macroeconomic Analysis I,,710,,,7,1,710,1212,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,3,5,5,Good text 9,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,ES2331,Honours Project in Life Sciences,,810,,,8,1,810,9957,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,5,5,3,Good text 10,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,ST1232,Microeconomic Analysis I,,810,,,8,1,810,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,5,1,1,Good text 5,,,,,,,,,,,,,,,,,,,,,,,,EE2031,Animal Behaviour,,810,,,8,1,810,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,2,4,5,Good text 10,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CM1502,Living with Mathematics,,810,,,8,1,810,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,1,2,1,Good text 3,,,,,,,,,,,,,,,,,,,,,,,,SC2205,Asian Markets And Marketing Management,,810,,,8,1,810,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,5,1,1,Good text 4,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,MA1505,Quantitative Reasoning,,810,,,8,1,810,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,2,3,5,Good text 2,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PC2230,MARKETING MANAGEMENT,,810,,,8,1,810,1431,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62136_336,2,5,5,Good text 3,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,WR1401,Effective Communication for Health Professionals,,810,,,8,1,810,1571,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170_876,3,4,2,Good text 8,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,LSM1302,BTech Dissertation,,920,,,9,2,920,1899,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170_876,2,5,2,Good text 7,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,CS1010E,Principles of Marketing,,920,,,9,2,920,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170_876,3,3,2,Good text 5,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,FAS1101,Financial Economics I,,920,,,9,2,920,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170_876,1,2,2,Good text 12,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA1506,Mathematics II,,920,,,9,2,920,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170_876,3,5,1,Good text 4,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,EC3303,Bahasa Indonesia 1,,920,,,9,2,920,1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170_876,1,5,1,Good text 4,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,LAT1201,Investment Analysis and Portfolio Management,,920,,,9,2,920,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62170_876,3,2,1,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PC1222,Macroeconomic Analysis II,,920,,,9,2,920,1603,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,1,1,4,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,CS1231,Nation-Building in Singapore,,1720,,,17,2,1720,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,1,3,4,Good text 4,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1720,,,17,2,1720,1164,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,4,1,5,Good text 1,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,IT1003,User Centred Design Methodologies,,1720,,,17,2,1720,1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,2,1,4,Good text 10,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,MA1104,Numerical Analysis I,,1720,,,17,2,1720,1050,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,1,2,2,Good text 11,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,BSP1004,Probability,,1720,,,17,2,1720,1103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,3,5,4,Good text 13,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,DP1001,Mathematics I,,1720,,,17,2,1720,1020,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,3,4,2,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,ST1131,Calculus,,1720,,,17,2,1720,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62173_171,2,1,1,Good text 7,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1720,,,17,2,1720,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,1,3,2,Good text 7,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,LSM4243,Enterprise Systems Server-side Design and Development,,710,,,7,1,710,5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,1,2,1,Good text 7,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EC2102,Understanding the Universe,,710,,,7,1,710,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,5,1,4,Good text 7,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,TG1401,Mechanical Systems Design II,,710,,,7,1,710,2078,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,3,3,2,Good text 11,,,,,,,,,,,,,,,,,,,,,,,,ME2114,Law Of Torts,,710,,,7,1,710,1010,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,3,1,2,Good text 7,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MUT1122,Computer Communication Networks I,,710,,,7,1,710,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,3,1,5,Good text 9,,,,,,,,,,,,,,,,,,,,,,,,MA3220,Introduction to Information Security,,710,,,7,1,710,4253,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,3,2,1,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,ME2114,Law Of Torts,,710,,,7,1,710,1305,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62178_141,4,3,3,Good text 9,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PF2101,Design for Strategic Communications,,710,,,7,1,710,1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62209_1040,2,1,5,Good text 8,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,SSA2211,Geographical Journeys: Exploring World Environments,,710,,,7,1,710,1767,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62209_1040,3,3,3,Good text 13,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,BFS1001,Methods of Social Research,,710,,,7,1,710,1578,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62209_1040,1,3,2,,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,NUR1117,South Asia in Singapore,,710,,,7,1,710,1621,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62209_1040,4,3,4,Good text 1,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CFG1010,Engineering Professionalism,,710,,,7,1,710,1216,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62209_1040,1,2,5,Good text 6,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,CS1101C,Business Communication for Leaders (BBA),,710,,,7,1,710,2892,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62209_1040,1,3,3,Good text 12,,,,,,,,,,,,,,,,,,,,,,,,GEK1006,Pro Bono Service,,710,,,7,1,710,1089,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62209_1040,3,2,2,Good text 6,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EE2006,Hydraulics,,710,,,7,1,710,1124,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,3,1,5,Good text 8,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,PC1326,French 2,,1210,,,12,1,1210,1129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,3,5,5,,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,BFS1001,Methods of Social Research,,1210,,,12,1,1210,1066,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,3,4,3,Good text 9,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,EC2303,Science of Music,,1210,,,12,1,1210,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,1,5,3,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,JS2230,Enterprise Systems Architecture and Design,,1210,,,12,1,1210,1038,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,2,3,3,,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CE6999,Real Estate Development,,1210,,,12,1,1210,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,1,4,4,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,MDG5771,Logic,,1210,,,12,1,1210,1011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,5,1,5,Good text 5,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,SSA2211,Geographical Journeys: Exploring World Environments,,1210,,,12,1,1210,3474,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62211_784,1,1,1,Good text 8,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CFG1001,Einstein's Universe & Quantum Weirdness,,1210,,,12,1,1210,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_1162,4,1,4,Good text 7,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,CG2271,Evidence (A),,1120,,,11,2,1120,5746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_1162,1,5,1,Good text 9,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LAJ2201,Managerial Accounting,,1120,,,11,2,1120,1039,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_1162,5,3,5,Good text 8,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,GEM2900,General and Physical Chemistry for Engineers,,1120,,,11,2,1120,1033,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_1162,2,3,3,Good text 13,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,CS1010,Developmental Psychology,,1120,,,11,2,1120,1617,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_1162,5,4,5,Good text 8,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,LC1016,Fundamental Concepts of Mathematics,,1120,,,11,2,1120,1068,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_1162,2,4,2,Good text 5,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CS2100,The Evolution of a Global City-State,,1120,,,11,2,1120,1217,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_1162,2,2,4,Good text 1,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,PS3257,Financial And Management Accounting,,1120,,,11,2,1120,15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_547,4,4,4,Good text 8,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,SSB2216,Anatomy and Physiology I,,820,,,8,2,820,1612,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_547,4,3,3,Good text 8,,,,,,,,,,,,,,,,,,,,,,,,SSA2202,Japanese 2,,820,,,8,2,820,1292,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_547,3,3,2,Good text 3,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CS1020E,Constitutional & Administrative Law,,820,,,8,2,820,1003,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_547,5,5,4,Good text 8,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,NM3217,Infrastructure & The Environment,,820,,,8,2,820,1275,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_547,2,4,4,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GEK1002,Medical Sociology,,820,,,8,2,820,1575,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62231_547,3,3,4,Good text 6,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ME2151,Probability and Statistics,,820,,,8,2,820,13540,,,,,,,,,,,,,,,,,,,,,,,,,,,,
