token,academic_career,term,class_nbr,module_code,course_title,class_group,module_credits,grading_basis,final_grade,earn_credit,requirement_designation,original_letter_grade,final_marks,grade_points,grade_points_per_unit
26433_1818,GRAD,1610,1131,PF2103,Global Economic Dimensions Of Singapore,L3,4,NON,W,Y,,W,80.4,18,4.5
51585_1819,GRAD,1610,1476,ES1103,Social Psychology of New Media,L1,4,NON,A-,Y,,A-,69.4,14,3.5
12426_1820,CPE1,710,1091,AY1130,Fundamental Techniques in Microbiology,L1,4,CSU,AUD,Y,,AUD,0,16,4
19562_1821,UGRD,1640,15556,JS2230,Enterprise Systems Architecture and Design,LSL1,12,NON,,,,,73,16,1.33333333
21580_1822,UMED,1700,1018,EG1471,Professional and Academic Communication,L1,2,GRD,,,,,59.9,0,0
38188_1823,GRAD,1710,1128,IS1105,Visualisation in Design and Technology,L1,0,GRD,S,Y,,S,80.1,27,0
3509_1824,UGRD,1140,15554,PC2232,Circuit and Systems Design Lab,LW2,0,GRD,A,Y,,A,79,14,0
61595_1825,UGRD,1620,1544,SSA1201,Macroeconomic Analysis I,L1,0,GRD,,,C2,,0,16,0
20830_1826,GRAD,1520,1089,ME2114,Law Of Torts,LA,4,NON,D+,Y,,D+,0,0,0
53096_1827,UGRD,1720,12838,EL1101E,General Biology,TD09,4,GRD,B+,Y,,B+,75,0,0
42979_1828,UGRD,1120,4447,ACC2002,Introduction to Economic Analysis,TT01,5,GRD,CS,Y,,CS,56,14,2.8
11301_1829,UGRD,1520,1620,ST1131A,Operations Research I,TD2,4,NON,A,Y,,A,85,0,0
54171_1830,GRAD,820,1120,GER1000,Programming Methodology,L1,4,GRD,,,,,71.8,0,0
28508_1831,UGRD,810,1608,MA1506,Mathematics II,L1,4,SNU,,,,,72.5,12,3
15604_1832,GRAD,1510,15257,GEK1006,Pro Bono Service,LSL1,4,GRD,,,,,0,0,0
16451_1833,UGRD,1320,1457,EE2024,Reason and Persuasion,E1,4,NON,B+,Y,,B+,66.2,0,0
54989_1834,UGRD,1620,1383,NM2201,Korean 1,L1,4,GRD,A,Y,,A,0,18,4.5
14873_1835,UGRD,1510,1214,EC2102,Understanding the Universe,TT03,12,NON,A,Y,,A,0,10.5,0.875
13051_1836,UGRD,1320,1012,CS1010S,Law Of Contract,TE2,4,NON,U,N,,U,63.9,20,5
50414_1837,UGRD,1140,1189,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,LSL1,4,GRD,S,Y,,S,69,12,3
24528_1838,UGRD,1420,7239,MA1505,Quantitative Reasoning,L1,0,GRD,B+,Y,,B+,80.5,0,0
28457_1839,UGRD,1120,1152,CE2407,Global Environmental Issues,T13,4,GRD,,,,,0,0,0
28254_1840,UGRD,1620,1071,SC1101E,Physics IE,L1,0,NOT,,,,,66,0,0
25318_1841,UGRD,1140,1112,MLE1101,Human Capital in Organizations,L1,4,GRD,S,Y,,S,0,0,0
59564_1842,GRAD,1630,2014,LAJ2202,Mechanics of Materials,L9,4,NON,B,Y,,B,0,20,5
2299_1843,UGRD,1110,1305,ST2132,Econometrics II,L1,0,GRD,,,,,58,12,0
44950_1844,GRAD,1420,1764,EG1108,Linear Algebra I,L1,2,NON,A-,Y,,A-,69.8,16,8
56607_1845,GRAD,1620,1192,CM1501,Critical Thinking And Writing,BB02,0,GRD,IP,Y,,IP,81.6,14,0
6900_1846,UGRD,810,1522,SSA2202,Japanese 2,S1,4,NON,C+,Y,,C+,71.3,17.5,4.375
45012_1847,UGRD,920,1076,MS1102E,University Scholars Seminar,TT1,4,GRD,,,,,0,0,0
34733_1848,UGRD,1510,1810,PL3235,Quantitative Methods for Economic Analysis,L1,4,NON,C,Y,,C,0,16,4
30631_1849,UGRD,1710,1009,DP1001,Mathematics I,LSL1,3,GRD,B+,Y,,B+,83.8,20,6.66666667
14802_1850,UGRD,1620,15558,CM3212,Soil Mechanics,L1,0,SNU,A+,Y,,A+,79,16,0
34299_1851,GRAD,1140,1311,CM1401,Business Analytics - Data & Decisions,LSL1,4,NON,S,Y,,S,78.7,16,4
49192_1852,UGRD,1520,1323,ST3236,Research Methodology & Ethics,LSL1,0,NON,C+,Y,,C+,77.6,16,0
53312_1853,UGRD,1720,1367,BSP2001,Genes and Society,LSL1,4,NON,,,,,69,12,3
16076_1854,GRAD,1020,1373,SC1101E,Physics IE,LSL1,4,GRD,,,,,0,0,0
11317_1855,UGRD,1520,1362,PC1322,"South Asia : People, Culture, Develop'm",TD4,0,GRD,B-,Y,,B-,85.8,16,0
24854_1856,UGRD,1710,1040,MA1101R,Making Sense of Society,TA1,4,GRD,B+,Y,,B+,71,14,3.5
32852_1857,GRAD,1610,1187,LC2006B,Japanese 5,LSL1,5,SNU,,,,,0,0,0
48278_1858,UGRD,1120,1093,CS1010S,Law Of Contract,L1,4,NON,B+,Y,,B+,70.9,0,0
31719_1859,UGRD,1220,1068,MA1101R,Making Sense of Society,D4,4,GRD,B-,Y,,B-,71.3,18,4.5
54345_1860,UGRD,1730,1261,PC1432,Japanese 1,BB1,8,GRD,,,,,0,0,0
7191_1861,GRAD,1020,1141,MA2213,Fluid Mechanics,L1,0,NON,,,,,59,14,0
58207_1862,GRAD,1010,1006,MA1505,Quantitative Reasoning,L1,0,GRD,,,,,63.8,10.5,0
59543_1863,GRAD,1510,1144,GER1000,Programming Methodology,L1,4,GRD,,,,,0,0,0
47757_1864,UGRD,1640,1261,GER1000,Programming Methodology,L1,4,NON,A,Y,,A,70.8,0,0
20999_1865,UGRD,1540,1259,EC2374,Real Estate Marketing & Negotiation,L1,0,SNU,CS,Y,,CS,0,0,0
36811_1866,NGRD,1720,1869,EE6999,The Biophysical Environment of Singapore,L1,0,GRD,C+,Y,,C+,0,12,0
15239_1867,UGRD,1020,1015,ME2114,Law Of Torts,LSL1,0,NON,,,,,67.3,18,0
3168_1868,UGRD,1210,1800,MA1505,Quantitative Reasoning,SB4,0,NCP,A,Y,C2,A,0,0,0
34335_1869,UGRD,1220,1354,FIN2004X,Medical-Surgical Nursing III,TE4,4,GRD,B+,Y,,B+,0,0,0
28855_1870,UGRD,810,1661,SW1101E,Macro And International Economics,SF1,0,NON,CS,Y,,CS,0,16,0
53571_1871,UGRD,510,1044,CE2134,Pathology,P2,4,NON,S,Y,,S,0,14,3.5
62326_1872,UGRD,1610,1354,CS1020,English for Academic Purposes,LSL1,16,GRD,A-,Y,,A-,0,18,1.125
61780_1873,UGRD,820,1279,CN1111,Physical Chemistry 1,L7,0,GRD,,,,,0,8,0
37096_1874,NGRD,1320,1698,DP1001,Mathematics I,LB,0,GRD,,,C1,,80.1,0,0
19119_1875,UGRD,1120,15556,EC3333,Mechanics Of Materials I,L1,4,GRD,,,,,0,12,3
54821_1876,UGRD,1212,1005,ES2002,Fluid Mechanics I,L1,0,NON,,,,,0,14,0
6392_1877,GRAD,1610,1383,MA2214,Dissertation,LSL1,4,NON,B+,Y,,B+,0,0,0
13747_1878,NGRD,1010,1246,BMA5001,Mathematical Finance I,L1,4,GRD,A-,Y,,A-,66,12,3
59965_1879,UGRD,1620,1051,CS1010E,Principles of Marketing,TW12,4,GRD,B-,Y,,B-,75.8,10,2.5
52314_1880,GRAD,1110,1622,EC1301,Financial Accounting,L1,0,GRD,,,,,84.9,0,0
23451_1881,UGRD,930,10592,ES2002,Fluid Mechanics I,L1,0,GRD,,,,,0,12,0
19184_1882,GRAD,920,15554,CM2142,Heat & Mass Transfer,L1,4,NON,B-,Y,,B-,75,0,0
42865_1883,UGRD,1420,15556,MKT1003X,Biochemistry of Biomolecules,BB05,0,GRD,S,Y,,S,70,0,0
28090_1884,GRAD,1520,1440,LAJ1201,DOCTORAL SEMINARS,L1,0,NON,B,Y,,B,70,0,0
45264_1885,UGRD,1030,1355,PA1113,History & Theory Of Modern Architecture,L1,4,CSU,,,,,0,18,4.5
10144_1886,UGRD,720,1399,CN3108,"Malays - Tradition, Conflict and Change",E1,4,GRD,,,,,81.5,14,3.5
8948_1887,UGRD,1730,1003,ME2151,Probability and Statistics,L1,1,NON,,,,,0,0,0
40647_1888,UGRD,820,1238,CM1401,Business Analytics - Data & Decisions,TE1,4,GRD,,,,,79.4,0,0
15991_1889,UGRD,1720,1012,CM1501,Critical Thinking And Writing,TD2,4,NON,,,,,81.6,35,8.75
52515_1890,UGRD,1120,1116,NM1101E,Asking Questions,E1,4,NON,B-,Y,,B-,0,16,4
40064_1891,GRAD,1210,1406,DP1001,Mathematics I,L1,8,SNU,A-,Y,,A-,0,0,0
47379_1892,NGRD,1230,1217,ME3122,Sensors & Actuators,E1,0,GRD,C+,Y,,C+,73.3,16,0
25130_1893,UGRD,810,1622,LC2009,Inorganic Chemistry 2,TE8,4,GRD,IP,Y,,IP,81.5,20,5
49877_1894,GRAD,820,1522,ACC1002,B.Eng. Dissertation,L1,4,GRD,,,,,0,14,3.5
50535_1895,UGRD,1230,1512,LAB1201,Introduction to Japanese Studies,~DO1,0,NON,,,,,72.4,10,0
3804_1896,UGRD,1510,1227,BMA5003,Comprehensive Health Assessment,L1,4,NON,,,,,71.6,0,0
60443_1897,GRAD,820,1062,ME3162,Data Structures and Algorithms,L1,4,GRD,B+,Y,,B+,64.5,16,4
39775_1898,UMED,820,1112,JS2230,Enterprise Systems Architecture and Design,L1,0,CSU,B+,Y,,B+,69.2,15,0
26997_1899,UGRD,1610,15556,TG1423,Ideas and Approaches in Design,L1,4,GRD,,,,,67.5,8,2
17186_1900,UGRD,610,1271,ACC1002X,Roots and Wings - Personal and Interpersonal Effectiveness 1.0,T3,4,GRD,CS,Y,,CS,0,0,0
58842_1901,UGRD,710,1986,CS1010E,Principles of Marketing,LSL1,4,NON,A,Y,,A,0,14,3.5
52899_1902,UGRD,1020,1816,DSC2008,Natural Heritage of Singapore,L1,0,NON,,,,,0,16,0
36098_1903,UGRD,1210,1279,GEK2506,Introductory Bioinformatics,D2,0,GRD,S,Y,,S,71.8,20,0
16005_1904,UGRD,820,1035,PL3236,French 1,L1,5,NON,B,Y,,B,0,10,2
57809_1905,UGRD,620,1275,ME3162,Data Structures and Algorithms,L1,4,NON,A,Y,,A,75.6,0,0
8494_1906,UGRD,1310,1023,MA3252,GRADUATE SEMINARS,L1,8,GRD,A-,Y,,A-,0,16,2
57371_1907,UGRD,1320,1609,GEK1006,Pro Bono Service,P1,0,GRD,A,Y,,A,63.6,14,0
45157_1908,UGRD,1120,15554,BSP2005,Introduction to Statistics,L1,4,SNU,,,,,0,0,0
40558_1909,GRAD,1810,1252,PC1431,NUS Data Protection & PDPA Guidelines,LSL1,12,GRD,B+,Y,,B+,82.4,18,1.5
56285_1910,UGRD,1220,1312,EE3204,Chinese 2,T1,4,NON,A-,Y,,A-,78,0,0
8304_1911,UMED,1410,1992,MKT1003,Management And Organisation,L1,0,NON,B+,Y,,B+,68.6,22.5,0
29054_1912,UGRD,520,1217,LSM2191,Japanese 4,L1,4,GRD,B+,Y,,B+,0,14,3.5
35410_1913,GRAD,810,1906,EC1101E,Changing Landscapes of Singapore,BSB1,4,GRD,B,Y,,B,68.5,10,2.5
33810_1914,UGRD,1110,1049,EE2032,New Venture Creation,TW10,0,NON,,,,,72,14,0
20851_1915,UGRD,520,1246,GE2229,Interaction Design,TT01,4,NON,B,Y,,B,77.5,0,0
22_1916,UGRD,1110,1006,GEK1006,Pro Bono Service,L1,0,GRD,,,,,64.5,0,0
46131_1917,NGRD,1730,1983,PL2131,Molecular Genetics,L1,4,GRD,B-,Y,,B-,62.7,24,6
57274_1918,UGRD,710,1022,EE6999,The Biophysical Environment of Singapore,TE12,0,GRD,,,,,65.4,16,0
49823_1919,UGRD,1120,1164,CM1191,Property Management,LA,0,GRD,A-,Y,,A-,0,10,0
47464_1920,UGRD,1610,1881,PL3235,Quantitative Methods for Economic Analysis,L1,6,CSU,S,Y,,S,0,14,2.33333333
61841_1921,GRAD,1620,1006,BN2201,Introduction to International Relations,L1,10,GRD,A,Y,,A,70.3,0,0
42986_1922,UGRD,1710,1069,TG1401,Mechanical Systems Design II,LL1,0,NON,B+,Y,,B+,61.2,14,0
41320_1923,UGRD,1630,1326,SSA1201,Macroeconomic Analysis I,L1,4,NON,B-,Y,C2,B-,66,16,4
33517_1924,UGRD,1510,12838,IE2140,Calculus with Applications,BSB1,0,NON,,,,,85.9,0,0
31961_1925,CPE1,1210,1033,GEK1521,Professional Communication,L1,0,GRD,B-,Y,,B-,76.9,16,0
2311_1926,GRAD,720,1032,CS2100,The Evolution of a Global City-State,L1,4,GRD,A,Y,,A,85.4,20,5
13707_1927,NGRD,1110,1271,JS1101E,Software Engineering,LSL1,4,GRD,B+,Y,,B+,0,14,3.5
44537_1928,GRAD,910,1228,BSP2005,Introduction to Statistics,LSL1,0,GRD,,,,,0,0,0
27371_1929,GRAD,1040,1482,LSM1102,Discrete Structures,L1,0,GRD,B,Y,,B,0,0,0
555_1930,UGRD,1610,1137,CN3132,Introduction to Programming with Matlab,T6,0,GRD,,,,,0,0,0
14951_1931,GRAD,810,1140,BFS1001,Methods of Social Research,L1,4,GRD,,,,,71,14,3.5
42372_1932,GRAD,810,1006,EE2011,Bachelor Of Engineering Dissertation,T7,0,GRD,,,,,0,8,0
23483_1933,UGRD,1210,1187,DP1001,Mathematics I,LSL1,12,NON,,,,,68.6,0,0
21089_1934,UGRD,820,12557,ES2002,Fluid Mechanics I,L1,1,GRD,A-,Y,,A-,83,12,12
56216_1935,UGRD,1720,1380,PR3102,Understanding and Critiquing Sustainability,T6,4,GRD,B+,Y,,B+,74.6,0,0
3108_1936,UGRD,1520,15558,EE4001,German 1,L1,6,GRD,C+,Y,,C+,0,0,0
40633_1937,UGRD,1610,1082,LC1004,Asia and the Modern World,TD9,0,NON,,,,,81.3,20,0
50985_1938,UGRD,1720,1326,GEH1036,Engineering Principles and Practice II,LE2,3,NON,,,,,84,16,5.33333333
50700_1939,UGRD,1320,1053,CS1020E,Constitutional & Administrative Law,L1,4,GRD,CS,Y,,CS,86,12,3
36925_1940,UGRD,1720,1704,LAK1201,Engineering Mathematics I,L1,0,NON,,,,,0,16,0
12776_1941,GRAD,1420,1248,CS3241,Digital Design,L1,0,GRD,A-,Y,,A-,59.3,0,0
50269_1942,GRAD,913,15557,LAM1201,Human Development over the Lifespan,TE4,0,GRD,A+,Y,,A+,77.6,0,0
58473_1943,UGRD,710,1717,LSM1104,Feedback Control Systems,L1,4,GRD,,,,,79.5,12,3
9915_1944,UGRD,1520,15258,GET1031A,Physiology 1,LSL1,0,GRD,B+,Y,,B+,81.4,0,0
5532_1945,UGRD,1810,1658,CS1010E,Principles of Marketing,B2,0,NON,A-,Y,C1,A-,0,0,0
18034_1946,UGRD,1230,1021,ME2135,Digital Fundamentals,T3,4,GRD,A+,Y,,A+,0,0,0
16637_1947,UGRD,410,1306,ACC1006,Personal Development & Career Management,SA1,0,NON,B+,Y,,B+,80.2,0,0
20237_1948,UGRD,1710,1661,LSM3223,Entrepreneurship,L1,2,NCP,,,,,0,0,0
46510_1949,UGRD,1420,1781,CS2102,Mechanics Of Machines,P1,4,NON,AUD,Y,,AUD,77.1,0,0
60247_1950,UGRD,1430,1326,EC1101E,Changing Landscapes of Singapore,L1,4,GRD,A-,Y,,A-,0,0,0
40575_1951,UGRD,1220,1003,EE6999,The Biophysical Environment of Singapore,TE1,0,GRD,,,,,70.5,0,0
19706_1952,UGRD,1710,1023,ME2151,Probability and Statistics,L1,0,GRD,C+,Y,,C+,49.4,18,0
26966_1953,UGRD,1210,1537,SC2101,Immunology,TT2,8,GRD,B,Y,,B,63.8,0,0
22792_1954,UGRD,1620,1250,CFG1010,Engineering Professionalism,T2F,0,SNU,S,Y,,S,73,0,0
61241_1955,GRAD,1420,1739,CS1105,Human Anatomy and Physiology I,L1,2,SNU,B-,Y,,B-,0,16,8
21715_1956,UGRD,900,1081,GEM2900,General and Physical Chemistry for Engineers,L1,5,NON,A,Y,,A,74.3,0,0
58729_1957,UMED,1010,1009,AR5321,Experiments in Chemistry 2,L1,4,GRD,B+,Y,,B+,64.8,12,3
20352_1958,UGRD,1520,15559,ST1232,Microeconomic Analysis I,LSL1,4,NON,A-,Y,,A-,60.2,0,0
23979_1959,UGRD,1520,1016,CM2111,Vacation Internship Programme,L1,4,GRD,A-,Y,,A-,0,0,0
39071_1960,UGRD,1420,15257,GES1028,Introduction to Electricity & Magnetism,L1,8,GRD,B,Y,,B,0,0,0
14421_1961,UGRD,1730,1196,ME3112,Public Health in Action,L1,4,GRD,A-,Y,,A-,0,0,0
29724_1962,UGRD,1310,1068,ME2151,Probability and Statistics,TT2,4,GRD,A-,Y,,A-,0,18,4.5
55255_1963,UGRD,720,2037,PC1432,Japanese 1,)SL1,4,GRD,A-,Y,,A-,48.5,0,0
47173_1964,UGRD,1140,1440,CM1401,Business Analytics - Data & Decisions,L1,0,GRD,B-,Y,,B-,67.5,16,0
11835_1965,UGRD,1620,1398,PL3233,Fundamentals Of Mechanical Design,E1,4,GRD,A+,Y,C2,A+,0,85,21.25
25775_1966,UGRD,820,1420,MDG5771,Logic,T12,4,GRD,B-,Y,,B-,0,0,0
53141_1967,UGRD,720,1448,SSA2211,Geographical Journeys: Exploring World Environments,L1,4,GRD,A-,Y,,A-,72,16,4
2490_1968,UGRD,420,1912,LSM4199,Fluid-Solid Systems,L1,0,GRD,C+,Y,,C+,78.2,0,0
18546_1969,UGRD,1310,10592,SC1101E,Physics IE,LSL1,4,GRD,,,,,89,16,4
45420_1970,UGRD,510,1800,LSM1401,Data Structures and Algorithms I,L1,0,GRD,CS,Y,,CS,78.2,0,0
1047_1971,UGRD,910,1144,CN3421,Mathematical Statistics,L1,4,GRD,IP,Y,,IP,0,8,2
37269_1972,UGRD,1430,1514,LAJ1201,DOCTORAL SEMINARS,LSL1,0,CSU,,,,,0,0,0
12161_1973,NGRD,820,1354,SSA2209,B.Tech. Dissertation,L1,4,SNU,A-,Y,,A-,64.1,0,0
19211_1974,GRAD,1120,3474,CM1131,Malay 1,L2,0,GRD,B-,Y,,B-,0,0,0
16314_1975,UGRD,1210,2868,MA1104,Numerical Analysis I,TT2,0,GRD,,,,,75.4,0,0
8670_1976,UGRD,1720,2621,DSC2006,Managerial Economics,L1,4,SNU,A-,Y,,A-,64.9,12,3
6720_1977,UGRD,1210,1107,BN3301,Ordinary Differential Equations,TW1,0,NON,,,,,0,0,0
31264_1978,NGRD,1810,1035,GET1029,Stochastic Processes I,LSL1,4,GRD,S,Y,,S,0,28,7
4271_1979,UGRD,1710,1033,CS2105,Research and Statistical Methods I,D1,4,GRD,,,,,65.6,0,0
2552_1980,UGRD,1220,1013,LAF1201,Human Physiology: Cardiopulmonary System,L1,4,GRD,,,,,76.6,0,0
24347_1981,UGRD,1310,1451,EG2401,Principles of Economics,L1,4,NOT,B,Y,,B,0,16,4
41073_1982,UGRD,1710,1510,DP1001,Mathematics I,TW1,4,NCP,IP,Y,,IP,51.2,0,0
16105_1983,UGRD,1410,2491,EC2101,The Nature of Language,SA5,4,GRD,A-,Y,,A-,80.4,14,3.5
52704_1984,UGRD,723,1696,ACC2002,Introduction to Economic Analysis,LSL1,4,NON,B-,Y,,B-,66,0,0
10370_1985,UGRD,1510,1686,MNO1001,Finance,TST2,4,GRD,C+,Y,,C+,67.7,18,4.5
32827_1986,UGRD,1720,2117,LSM1104,Feedback Control Systems,L1,4,NON,B-,Y,,B-,0,0,0
40678_1987,GRAD,1810,1248,MD3140,Urban Land Use & Development,LSL2,0,GRD,AUD,Y,,AUD,81.2,4,0
2021_1988,UGRD,1220,2166,CS1105,Human Anatomy and Physiology I,E1,4,NON,B+,Y,,B+,57.4,20,5
35029_1989,UGRD,910,1258,MLE1101,Human Capital in Organizations,TT2,0,GRD,A-,Y,,A-,62.4,16,0
3440_1990,UGRD,910,1276,MA1104,Numerical Analysis I,L1,0,NON,B+,Y,,B+,87,16,0
48401_1991,UGRD,610,7780,LC1003,Organic Chemistry for Engineers,L1,4,GRD,D,Y,,D,0,0,0
58378_1992,UGRD,1140,1811,PL1101E,Electrical Engineering,L1,4,NON,B,Y,,B,0,20,5
14971_1993,UGRD,1120,1734,SC1101E,Physics IE,L1,4,GRD,A-,Y,,A-,66.1,18,4.5
7521_1994,UGRD,1610,1092,ME3102,Honours Thesis,L1,0,GRD,F,N,,F,66,0,0
1780_1995,UGRD,1310,1523,PC1143,Medical-Surgical Nursing I,R1,0,NON,C,Y,,C,86.3,18,0
52720_1996,UGRD,1710,1002,SC1101E,Physics IE,L1,4,GRD,,,,,0,14,3.5
6905_1997,UGRD,910,1246,NM3215,Laboratory Techniques in Life Sciences,LSL1,0,NON,B-,Y,,B-,53.5,16,0
29368_1998,UGRD,610,2565,NM2102,Construction Technology,T4,0,GRD,B,Y,,B,71.4,16,0
7561_1999,UGRD,1210,1307,CFG1010,Engineering Professionalism,TW09,2,NON,B-,Y,,B-,0,8,4
32000_1,UGRD,1010,1271,SSA2219,Medical-Surgical Nursing II,L1,0,NON,S,Y,,S,71.4,0,0
19700_2,UGRD,1720,1522,EC2102,Understanding the Universe,T2AB,4,GRD,,,,,67.2,0,0
12051_3,UGRD,1020,1661,ST1232,Microeconomic Analysis I,L1,4,NON,,,,,83.2,12,3
25996_4,UGRD,1210,15553,ME2113,Money and Banking I,L1,0,GRD,A-,Y,C1,A-,64.4,14,0
55742_5,GRAD,1220,1431,PL3234,Industrial Attachment Programme,L1,0,GRD,A-,Y,,A-,78.7,18,0
20562_6,UGRD,1520,1548,SN1101E,Government and Politics of Singapore,TD7,4,GRD,,,,,77,5,1.25
1684_7,UGRD,920,1910,RE2106,Taxation,LSL1,4,CSU,A,Y,,A,0,0,0
21274_8,UGRD,1420,1449,CS1010E,Principles of Marketing,L1,0,NON,B+,Y,,B+,66,16,0
35722_9,UGRD,1120,5941,LAJ2202,Mechanics of Materials,L1,4,GRD,A,Y,,A,80.1,0,0
45031_10,GRAD,1420,1189,LSM1103,Principles of Mechanical Eng. Materials,TW1,0,GRD,,,,,68.1,18,0
28914_11,UGRD,1010,1547,CM1502,Living with Mathematics,LSL1,4,NON,,,,,65,0,0
27451_12,UGRD,1420,2732,MNO2009,Japanese 3,LSL1,0,CSU,C,Y,,C,66.3,0,0
37376_13,UGRD,1420,1099,CS2010,Abnormal Psychology,L1,0,GRD,F,N,,F,0,0,0
12153_14,UGRD,1720,1003,TG1401,Mechanical Systems Design II,SM1,4,NON,B,Y,,B,0,20,5
9771_15,UGRD,1020,1180,LSM4243,Enterprise Systems Server-side Design and Development,L1,0,GRD,,,,,0,20,0
58590_16,UGRD,1710,1457,SSS1207,Physics in the Life Sciences,2B2,0,NON,A-,Y,,A-,0,14,0
22735_17,UGRD,1610,1065,CS1231,Nation-Building in Singapore,L1,4,GRD,A-,Y,,A-,68.4,0,0
57283_18,UGRD,1210,8303,GEM2900,General and Physical Chemistry for Engineers,L1,0,GRD,B,Y,C2,B,77.8,20,0
47737_19,UGRD,1510,1573,SE1101E,Asian Business Environments,L1,0,GRD,AUD,Y,,AUD,0,7,0
49567_20,GRAD,820,7780,FIN2004,Singapore Society,L1,0,GRD,A-,Y,,A-,0,14,0
13680_21,GRAD,1020,1065,GEK2022,Advanced Architectural Integration,L1,4,NON,U,N,,U,77.5,0,0
20504_22,UGRD,1810,1906,CS3240,Introduction to Classical Mechanics,L1,0,GRD,,,,,65.7,12,0
21919_23,GRAD,1610,1029,EC2303,Science of Music,L9,0,GRD,,,,,0,12,0
40862_24,UGRD,810,1018,CS2106,Econometrics I,LSL1,2,GRD,S,Y,,S,64.6,14,7
43679_25,UGRD,1440,2366,BSP2005,Introduction to Statistics,BB01,4,NON,B-,Y,,B-,0,0,0
54093_26,UGRD,1720,1137,MNO1001,Finance,SA1,0,GRD,A-,Y,,A-,72.6,0,0
30451_27,UGRD,1020,1318,CS2102,Mechanics Of Machines,L1,0,GRD,B-,Y,,B-,64.1,16,0
37868_28,UGRD,1740,1216,GEH1049,Strategic Management,X1,0,GRD,,,,,41,25,0
11371_29,UGRD,910,4521,CS2106,Econometrics I,TT03,4,GRD,,,,,0,12,3
21258_30,UGRD,1700,1247,NCC1000,Metabolism and Regulation,L1,4,GRD,B+,Y,,B+,80,0,0
12727_31,UGRD,1010,1588,ES2331,Honours Project in Life Sciences,TW5,4,GRD,,,,,67.7,0,0
38347_32,GRAD,1422,2491,CN2122,Chemical Engineering Principles,L1,4,NON,,,,,0,0,0
51880_33,UGRD,910,9957,GEK1520,Understand'g Uncertainty & Stats Think'g,L1,0,GRD,CS,Y,,CS,78.4,22.5,0
60085_34,GRAD,1020,1337,EC3102,Manufacturing Processes,L1,0,GRD,A-,Y,,A-,0,0,0
17608_35,UGRD,1210,1781,DP1001,Mathematics I,L1,4,GRD,,,C1,,0,18,4.5
12614_36,UGRD,1520,1508,GEQ1000,Operations Management,B4,0,NON,,,,,63.7,0,0
11996_37,GRAD,820,1015,EC3102,Manufacturing Processes,E1,4,NCP,IP,Y,,IP,59.4,0,0
59607_38,GRAD,1020,1608,MA1505,Quantitative Reasoning,T2M,0,GRD,,,,,83.2,0,0
57801_39,UGRD,1610,1717,EE2012,Mathematical Analysis I,L1,0,NON,B,Y,,B,73.8,12,0
13559_40,UGRD,1110,1381,CN6999,Field Service Project,T1AB,4,NON,A,Y,,A,92.8,12,3
5906_41,GRAD,1410,1002,TS1101E,Research and Statistical Methods II,LSL1,4,NON,B-,Y,,B-,86,0,0
4643_42,UGRD,1810,1739,EL1101E,General Biology,LSL1,4,NON,,,,,87.5,0,0
3620_43,UGRD,1110,8456,GEK1542,Process Dynamics & Control,L1,8,GRD,C+,Y,,C+,0,18,2.25
40831_44,GRAD,920,1679,MA1506,Mathematics II,L2,4,NON,A+,Y,,A+,0,0,0
4421_45,UGRD,620,1002,LSM1401,Data Structures and Algorithms I,L1,4,GRD,B+,Y,,B+,64.2,14,3.5
39597_46,UGRD,1610,1241,MKT1003,Management And Organisation,TST1,0,GRD,S,Y,,S,72,16,0
44867_47,GRAD,1730,4733,EC3101,Statistics for Life Sciences,T4,0,GRD,B-,Y,,B-,69.8,0,0
34951_48,UMED,910,1191,MA1505,Quantitative Reasoning,S1,1.4,GRD,A-,Y,,A-,69.3,12,8.57142857
52037_49,UGRD,1010,1131,CS1010,Developmental Psychology,T3,0,GRD,,,,,0,0,0
49018_50,GRAD,1700,1248,SSS1207,Physics in the Life Sciences,L1,5,NON,,,,,81.7,14,2.8
52637_51,GRAD,1020,1746,LAJ1201,DOCTORAL SEMINARS,L1,4,NON,,,,,59.9,20,5
38942_52,UGRD,1640,1271,CE2407,Global Environmental Issues,T2M,0,NON,,,,,73,14,0
14807_53,GRAD,1120,1437,DP1001,Mathematics I,T1,4,GRD,,,,,0,0,0
5870_54,UGRD,910,1318,CS1101C,Business Communication for Leaders (BBA),L1,0,NCM,,,CA,,73,14,0
44514_55,UGRD,1220,1582,SSA2204,Fundamentals of Biochemistry,X1,0,GRD,A-,Y,,A-,67.5,25,0
41705_56,UGRD,920,1882,PR4105,BIOSTATISTICS FOR BASIC RESEARCH,P1,4,GRD,B+,Y,,B+,57.9,12,3
17136_57,UGRD,910,1211,SC1101E,Physics IE,E1,12,NON,B+,Y,,B+,0,0,0
14219_58,UGRD,910,1382,ES1102,"Life, the Universe, and Everything",LSL1,0,GRD,B,Y,,B,81,0,0
43160_59,UGRD,1140,1027,SC2204,Systems Design Project,S1,2,SNU,,,,,74.6,12,6
25886_60,GRAD,1320,1005,MD2150,Real Estate Investment Analysis,P1,4,GRD,B+,Y,,B+,0,16,4
24177_61,GRAD,620,1292,MA2108,GRADUATE ENGLISH COURSE (INTERMEDIATE LEVEL),TE1,4,GRD,B+,Y,,B+,64.5,0,0
51677_62,GRAD,1220,3524,SSS1207,Physics in the Life Sciences,SA1,0,NON,B+,Y,,B+,0,14,0
